id,artist,title,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
1P2QPnAPlrRnldot0wIE6E,Hans Zimmer,Planet Earth II Suite,Planet Earth II (Original Television Soundtrack),0.0828,0.186,10,-18.638,1,0.0469,0.286,0.96,0.0695,0.0352,83.411,audio_features,271267,5
5bKP0HAlVAzKVqBR3ZjFE6,Hans Zimmer,Rain,Blade Runner 2049 (Original Motion Picture Soundtrack),0.232,0.0721,7,-27.532,1,0.0569,0.991,0.926,0.052,0.0319,67.919,audio_features,146271,4
4YbZWUKYmD7NUlE6eorQXo,Hans Zimmer,Open Road,Wonder Woman 1984 (Original Motion Picture Soundtrack),0.273,0.82,2,-8.083,1,0.0742,0.017,0.799,0.0824,0.16,140.115,audio_features,336760,3
4NwpP2y4ijBR77Voiq9pS1,Hans Zimmer,Supermarine,Dunkirk (Original Motion Picture Soundtrack),0.552,0.871,4,-13.195,0,0.0401,0.102,0.818,0.0892,0.152,120.01,audio_features,483360,4
5cdx6h6N1E4PwKkOwb8Gzl,Hans Zimmer,Blade Runner,Blade Runner 2049 (Original Motion Picture Soundtrack),0.211,0.266,0,-15.742,1,0.0378,0.216,0.86,0.117,0.0323,108.903,audio_features,605934,5
4WmB04GBqS4xPMYN9dHgBw,Hans Zimmer,Day One (Interstellar Theme),Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],0.311,0.0173,9,-27.788,0,0.0348,0.927,0.964,0.0727,0.0658,95.985,audio_features,199423,3
1k9YXwD5TvWomBdZWRCANV,Hans Zimmer,It's So Overt It's Covert,Sherlock Holmes: A Game of Shadows (Original Motion Picture Soundtrack) [Deluxe Version],0.533,0.236,11,-10.924,1,0.12,0.742,0.179,0.121,0.728,125.19,audio_features,199533,4
1s0gzyfVFNxOLhMcaHxUqq,David Fleming,Surfing Dolphins,Blue Planet II (Original Television Soundtrack),0.127,0.49,5,-15.315,1,0.0479,0.636,0.964,0.0759,0.0696,78.469,audio_features,142027,4
0eNT9B4PjPpzmOTFSbUWjh,Hans Zimmer,Leave No Man Behind,Black Hawk Down (Original Motion Picture Soundtrack),0.286,0.185,9,-15.67,0,0.0319,0.78,0.952,0.0878,0.0541,84.032,audio_features,378760,3
0Sg3UL7f40ulmTh0Xwr6qY,Hans Zimmer,Mountains,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],0.304,0.0585,9,-16.949,0,0.0351,0.59,0.928,0.0982,0.0371,119.975,audio_features,219093,4
0XTRYLKGS0Y9YghgzBXYVs,Hans Zimmer,Rust,Hillbilly Elegy (Music from the Netflix Film),0.346,0.315,2,-15.311,0,0.032,0.343,0.894,0.125,0.0534,101.36,audio_features,165048,4
56pKYnSA0CyayMJWcEU5kH,Hans Zimmer,I'm Not a Hero,The Dark Knight (Original Motion Picture Soundtrack),0.3,0.289,10,-17.109,1,0.0557,0.688,0.683,0.0772,0.0492,129.673,audio_features,394440,4
20Y9QaknVufH479KzfBhjS,Hans Zimmer,Dies Mercurii I Martius - From The Da Vinci Code Original Motion Picture Soundtrack,The Da Vinci Code,0.141,0.0677,2,-19.467,0,0.0333,0.546,0.967,0.284,0.0368,80.606,audio_features,363160,3
1wdoaja3ueHHvzobn2jE2n,Hans Zimmer,Why so Serious?,The Dark Knight (Original Motion Picture Soundtrack),0.32,0.257,2,-18.484,1,0.0529,0.256,0.903,0.176,0.0282,95.983,audio_features,554027,4
1HrJOyJpIxA7yrGJaVIC9e,Hans Zimmer,Gotham's Reckoning,The Dark Knight Rises (Original Motion Picture Soundtrack) [Deluxe Edition],0.582,0.379,0,-15.383,1,0.0545,0.676,0.962,0.146,0.0661,143.997,audio_features,247540,5
6DPZdDkTOydyM40IXRi70Z,Hans Zimmer,Red Warrior,The Last Samurai: Original Motion Picture Score,0.14,0.399,7,-13.694,0,0.04,0.0484,0.389,0.0722,0.0387,143.661,audio_features,236093,4
0jRRiWndBqdbKd0EOvDNlK,Hans Zimmer,The Lagoon,The Thin Red Line,0.0672,0.101,1,-20.881,1,0.0449,0.864,0.867,0.0819,0.0344,74.086,audio_features,516272,4
3fWlG9rDTtn1kxRJN4PYN3,James Newton Howard,Lasiurus,Batman Begins (Original Motion Picture Soundtrack),0.0943,0.0413,7,-24.402,0,0.0431,0.602,0.871,0.0851,0.0357,81.603,audio_features,447480,4
6UrNUfys0o9Z1FvaGaQK0g,Hans Zimmer,Big Blue,Blue Planet II (Original Television Soundtrack),0.199,0.294,3,-19.88,0,0.0483,0.491,0.875,0.0794,0.0973,124.433,audio_features,265373,5
0SWfNpzeFpP0PXa7bujUmz,Hans Zimmer,Progeny,Gladiator - Music From The Motion Picture,0.183,0.0164,2,-35.796,1,0.0393,0.811,0.961,0.121,0.0359,99.216,audio_features,133600,5
70qp3W4Kqb1imdZrFXSq98,Hans Zimmer,Sent Here for a Reason,Man of Steel (Original Motion Picture Soundtrack),0.0837,0.00899,0,-34.079,1,0.0383,0.951,0.959,0.079,0.0276,82.49,audio_features,226564,4
41fmAAv4CwSk3ly1f7Qjrc,Hans Zimmer,"Singapore - From ""Pirates of the Caribbean: At World's End""/Score",Pirates of the Caribbean: At World's End,0.219,0.254,0,-16.294,1,0.0374,0.178,0.589,0.11,0.131,94.43,audio_features,220867,4
00suglGfe7WNFpS1YyCTt6,Denez Prigent,"Gortoz A Ran - From ""Black Hawk Down""",Irvi,0.123,0.136,10,-13.977,0,0.0412,0.931,0.00355,0.13,0.037,72.363,audio_features,351880,5
4aW4Dpz3gpb619hBXDrFUa,Hans Zimmer,"Honor (Main Title Theme from ""The Pacific"")",The Pacific (Music From the HBO Miniseries),0.19,0.276,1,-14.83,1,0.0346,0.335,0.908,0.11,0.0575,68.619,audio_features,176587,4
0k1zElVBehCAzAa975af71,Hans Zimmer,A Small Measure of Peace,The Last Samurai: Original Motion Picture Score,0.0813,0.111,2,-20.458,0,0.0464,0.778,0.802,0.136,0.0338,171.576,audio_features,479680,3
4mWNwMmBADo548bT4xYtDo,Hans Zimmer,Earth,Gladiator - Music From The Motion Picture,0.17,0.0504,4,-29.687,0,0.0377,0.759,0.948,0.112,0.0963,127.418,audio_features,181867,5
0cm6cAtRu0C0sEZzDjZFsx,Hans Zimmer,Discombobulate,Sherlock Holmes (Original Motion Picture Soundtrack),0.745,0.607,7,-10.327,1,0.0631,0.201,0.861,0.0593,0.466,142.012,audio_features,145080,4
77QDBf1zTvyegtTpAO5EpH,Hans Zimmer,Mombasa,Inception (Music from the Motion Picture),0.511,0.834,9,-13.307,0,0.0312,0.00266,0.813,0.514,0.341,144.987,audio_features,294361,4
6PHMAqyTi2zjs6aXneg0EC,Hans Zimmer,What Are You Going to Do When You Are Not Saving the World?,Man of Steel (Original Motion Picture Soundtrack),0.0956,0.16,0,-16.662,1,0.0329,0.0209,0.883,0.086,0.0318,80.302,audio_features,327339,4
0ahHgsbKvBEd3yYQmxHBoj,Hans Zimmer,"Guilty of Being Innocent of Being Jack Sparrow - From ""Pirates of the Caribbean: On Stranger Tides""/Score",Pirates of the Caribbean: On Stranger Tides,0.4,0.408,2,-16.564,1,0.0543,0.661,0.956,0.0814,0.117,181.746,audio_features,100520,3
3bvQ0jV25RWryznubbE3ky,Hans Zimmer,Journey to the Line,The Thin Red Line,0.191,0.0923,9,-24.487,0,0.0419,0.667,0.92,0.495,0.0342,119.958,audio_features,561366,4
0LemQxffjtsqsq4I9hjW89,Hans Zimmer,Look to the Stars,Man of Steel (Original Motion Picture Soundtrack),0.0702,0.129,0,-26.249,1,0.0399,0.881,0.88,0.114,0.035,75.312,audio_features,178092,4
7CkNRv2xDLkX7ZEEiBgGt5,Hans Zimmer,Look Closely,Winter's Tale (Original Motion Picture Soundtrack),0.107,0.0741,7,-21.881,0,0.0407,0.769,0.781,0.0777,0.0371,91.779,audio_features,368149,4
0RZxGQYgqUxiQCvNt3kQKw,Hans Zimmer,Goodbye My Son,Man of Steel (Original Motion Picture Soundtrack),0.246,0.132,9,-21.243,0,0.0369,0.953,0.325,0.0741,0.0661,80.061,audio_features,121537,4
2TTwSbzdUsJPKioJ868N9D,Hans Zimmer,Solomon,12 Years A Slave (Music From and Inspired by the Motion Picture),0.0605,0.128,4,-17.166,0,0.0524,0.447,0.89,0.0862,0.0314,58.993,audio_features,211133,5
3UOFrelbGLUWJpRRzH3hbZ,Hans Zimmer,A Hard Teacher,The Last Samurai: Original Motion Picture Score,0.136,0.0375,2,-28.76,0,0.0367,0.97,0.891,0.241,0.0404,144.073,audio_features,344480,4
5kOxj05I5jTqzWNjcJPdsT,Hans Zimmer,Leaving Wallbrook/On The Road,Rain Man: Original Motion Picture Soundtrack,0.332,0.441,7,-17.021,1,0.0513,0.00662,0.641,0.313,0.0393,87.509,audio_features,173667,4
5pcBRYIIxevEGUeGFJQ4hY,Hans Zimmer,You're So Cool,True Romance (Original Motion Picture Soundtrack),0.598,0.309,5,-20.412,1,0.0467,0.974,0.878,0.0965,0.673,103.357,audio_features,220040,3
4fnU09o3JATmtpT5Y6pzQd,Hans Zimmer,"End Credits - From ""Pirates of the Caribbean: On Stranger Tides""/Score",Pirates of the Caribbean: On Stranger Tides,0.534,0.814,2,-10.418,0,0.0429,0.404,0.972,0.0998,0.766,140.22,audio_features,117133,4
4SimUIFxXh5N6VsF33oMo7,Hans Zimmer,Maestro,The Holiday (Original Motion Picture Soundtrack),0.18,0.219,0,-14.296,1,0.0343,0.895,0.939,0.565,0.07,150.209,audio_features,233707,3
4BFBElI73LzkLOBru4TKVv,Hans Zimmer,Is She With You? - Wonder Woman Theme,Batman v Superman: Dawn Of Justice (Original Motion Picture Soundtrack) [Deluxe],0.215,0.559,2,-15.129,0,0.0586,0.027,0.825,0.0861,0.0588,141.82,audio_features,346744,1
1y3zD8d7VKzJjfXVp6KcUx,Hans Zimmer,Opening Titles,Call of Duty: Modern Warfare 2 (Original Game Score),0.306,0.402,2,-13.932,1,0.0376,0.0231,0.769,0.113,0.0964,155.929,audio_features,205333,4
1bTAlMtLEPEcGWRdJixRpG,Hans Zimmer,Training Po,Kung Fu Panda (Original Motion Picture Soundtrack),0.466,0.377,4,-17.753,0,0.126,0.204,0.892,0.11,0.0694,85.516,audio_features,88013,4
6buHoQU9OTdbJrAuniVwGL,Hans Zimmer,Davy Jones,Pirates of the Caribbean: Dead Man's Chest (Original Motion Picture Soundtrack),0.31,0.0558,9,-19.072,0,0.0285,0.475,0.0447,0.127,0.106,79.924,audio_features,195240,4
0gwnA1Lqv4mgGCgSSmfgne,Hans Zimmer,Suis-moi - French Version,The Little Prince (Original Motion Picture Soundtrack),0.646,0.196,0,-17.423,1,0.0555,0.687,0.0,0.347,0.568,78.047,audio_features,206507,4
669yRYY5pluCp5dYOcDMDD,Hans Zimmer,Oogway's Legacy,Kung Fu Panda 3 (Music from the Motion Picture),0.225,0.143,5,-15.831,1,0.0337,0.948,0.832,0.0964,0.0627,80.258,audio_features,120720,4
75OrTolKEnimJj625JUIft,Hans Zimmer,Run Free,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),0.219,0.578,7,-12.249,1,0.0615,0.0293,0.927,0.108,0.174,135.061,audio_features,381200,4
4JCi6FpV6DHi0OBFhmrKGy,Hans Zimmer,Iris And Jasper,The Holiday (Original Motion Picture Soundtrack),0.0859,0.0899,9,-18.223,0,0.0387,0.956,0.914,0.11,0.0476,62.144,audio_features,204213,3
5LnlHpeW0WoLtBbvjzK56e,Celestial Aeon Project,"The Rumbling (from ""Attack on Titan"") - Emotional Cinematic",Attack on Titan Reimagined,0.397,0.195,8,-16.483,1,0.0299,0.234,0.00192,0.1,0.168,110.518,audio_features,93395,4
1JLLDpudWYFQTYIJZJejC8,Celestial Aeon Project,"Red Swan (From ""Attack on Titan"") [Epic] - Instrumental",Attack on Titan Reimagined,0.512,0.59,10,-17.645,1,0.0445,0.0226,0.932,0.0888,0.0633,140.01,audio_features,122220,4
7DZCxWXZt21cEt9Qfd6UPt,Celestial Aeon Project,"Friendships (From ""Attack on Titan"") - Instrumental",Attack on Titan Reimagined,0.465,0.0818,8,-20.818,1,0.0409,0.931,0.823,0.185,0.176,120.037,audio_features,80693,4
6mDMigkTlTJHNwGy1faKP8,Celestial Aeon Project,"The Reluctant Heroes (from ""Attack on Titan"")",Attack on Titan Reimagined,0.51,0.334,11,-12.541,0,0.0267,0.661,0.165,0.0757,0.0955,109.906,audio_features,175026,4
6GqWRfYDDjvClE609yNQgd,Celestial Aeon Project,"Call of Silence (From ""Attack on Titan"") - Cinematic",Attack on Titan Reimagined,0.51,0.136,6,-19.072,0,0.031,0.805,0.929,0.122,0.039,119.881,audio_features,119405,4
2Jlwsq4e5sUY2dk9IIHCfv,Celestial Aeon Project,"Guren no Yumiya (From ""Attack on Titan"") [Medieval Style] - Instrumental",Attack on Titan Reimagined,0.669,0.326,4,-20.57,1,0.0323,0.351,0.8,0.103,0.387,140.021,audio_features,102231,4
6FluqBcrvV8kfP7e4ofTi5,Celestial Aeon Project,"Vogel Im Käfig (from ""Attack on Titan"") - Instrumental",Attack on Titan Reimagined,0.241,0.272,0,-18.739,1,0.0411,0.97,0.718,0.124,0.0564,120.364,audio_features,184846,4
0cK7ZhpV1BOxpitAV7CBZR,Celestial Aeon Project,"Shoukei to Shikabane no Michi (From ""Attack on Titan"") - Instrumental",Attack on Titan Reimagined,0.653,0.147,0,-22.919,0,0.0342,0.772,0.714,0.11,0.0992,119.98,audio_features,133706,4
4ReEe2HhBY5ZTAefimC0a5,Celestial Aeon Project,"Call Your Name (From ""Attack on Titan"") - Instrumental",Attack on Titan Reimagined,0.532,0.135,2,-17.847,1,0.0366,0.739,0.785,0.071,0.0725,120.06,audio_features,152254,4
0gRFFeR8wJLNGelWu6KyFH,Celestial Aeon Project,"Friendships (From ""Attack on Titan"") - Instrumental","Friendships (From ""Attack on Titan"") [Instrumental]",0.465,0.0818,8,-20.818,1,0.0409,0.931,0.823,0.185,0.176,120.037,audio_features,80693,4
27iksNpaur1CcH0w8703by,Linked Horizon,Shinzo wo Sasageyo! - TV Size,Shinzo wo Sasageyo! (TV Size),0.435,0.953,0,-5.327,1,0.0423,0.246,0.0,0.123,0.612,79.959,audio_features,90000,4
1oc0y83zqamozOwRCIxzAK,Celestial Alignment,"Call of Silence (From ""Attack on Titan"") - Lofi Beat","Call of Silence (From ""Attack on Titan"") [Lofi Beat]",0.726,0.398,6,-15.881,0,0.0421,0.447,0.853,0.177,0.317,129.933,audio_features,105301,4
4WHPte76PSLPmx0gi2iIZK,Frozen Silence,"The Rumbling (Opening from ""Attack on Titan Season 4 Part 2"") - Piano","The Rumbling (Opening from ""Attack on Titan Season 4 Part 2"") [Piano]",0.415,0.016,0,-26.431,0,0.044,0.996,0.845,0.116,0.323,65.891,audio_features,96895,4
0pTX08kzk8PzznwPrAGBQO,Hiroyuki Sawano,Aots3-Pf1,"""Attack on Titan"" Season 3 Original Soundtrack",0.466,0.00701,10,-21.477,1,0.0772,0.98,0.907,0.0797,0.0398,131.23,audio_features,125507,5
0ei75HlMr2RXh93PCaFdOi,Celestial Aeon Project,"Call of Silence (From ""Attack on Titan"") - Cinematic","Call of Silence (From ""Attack on Titan"") [Cinematic]",0.51,0.136,6,-19.072,0,0.031,0.805,0.929,0.122,0.039,119.881,audio_features,119405,4
5IzZpz0vA73IIjqFPpXSXP,Hiroyuki Sawano,Attack on Titan,"TV Anime ""Attack on Titan"" Original Soundtrack",0.54,0.608,2,-8.498,1,0.0508,0.00182,0.76,0.106,0.0389,125.01,audio_features,256920,4
2OAziu0cwyl0qdALQqqOm5,Celestial Aeon Project,The Path Ahead,Between Heaven and Hell - Dota 2 Music Pack,0.512,0.196,7,-21.039,0,0.0297,0.582,0.832,0.204,0.144,119.999,audio_features,101125,4
6AFkv6rIVRusZNifR74Q7t,Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",0.159,0.197,9,-15.228,0,0.0312,0.505,0.94,0.127,0.125,85.869,audio_features,151400,3
2WFSXtd6xm3QhPZo2z6Ra1,Celestial Aeon Project,"Vogel Im Käfig (from ""Attack on Titan"") - Instrumental","Vogel Im Käfig (from ""Attack on Titan"")",0.312,0.272,0,-18.739,1,0.0406,0.97,0.718,0.124,0.0567,120.194,audio_features,184846,4
4fhuMGDlx8jWXYNLemt7CO,Celestial Conscience,"The Rumbling (Opening from ""Attack on Titan Season 4 Part 2"") - Acoustic Guitar","The Rumbling (Opening from ""Attack on Titan Season 4 Part 2"") [Acoustic Guitar]",0.555,0.178,1,-14.678,0,0.0491,0.737,0.824,0.115,0.313,110.265,audio_features,90771,5
5g8DmdhDg7ECAw0sgVxLuV,Celestial Aeon Project,The God Emperor,The God Emperor,0.479,0.689,2,-12.504,0,0.0532,0.141,0.967,0.111,0.118,140.196,audio_features,156991,4
7AzNc8HzVneScZgQArI3UR,Samuel Kim,Call of Silence (Eye-Water),Attack on Titan: Final Season Tribute,0.242,0.252,11,-11.661,0,0.0358,0.84,0.83,0.0802,0.0576,119.88,audio_features,164933,4
7mif109P5WLQ78QDB4nnN5,Celestial Aeon Project,"Naruto Main Theme (From ""Naruto"")",Anime Music: The Best Of,0.269,0.0939,9,-18.783,0,0.0333,0.967,0.665,0.128,0.24,79.102,audio_features,126800,4
3BVyipxb7bTTf9O2tYBOf9,Celestial Alignment,"The Legend of Ashitaka (From ""Princess Mononoke"")",Anime & Chill Lofi Beats for Study,0.797,0.205,1,-18.774,1,0.0466,0.548,0.808,0.0883,0.58,140.048,audio_features,95932,4
5ELOnDWoMVEtywRr7KJ925,Celestial Aeon Project,True Hero,True Hero,0.442,0.45,9,-12.469,0,0.0473,0.0098,0.86,0.111,0.175,119.987,audio_features,132340,4
3LnpPXzOLEekmWlRK7aBNK,Celestial Aeon Project,"Gurenge (Opening From ""Demon Slayer Kimetsu no Yaiba"")",Anime Music: The Best Of,0.208,0.0496,7,-26.333,1,0.0404,0.989,0.965,0.0682,0.0812,73.522,audio_features,123487,1
7HL4IZYpvxKO1os15bdsnJ,Celestial Alignment,"Path of the Wind (From ""My Neighbor Totoro"")",Anime & Chill Lofi Beats for Study,0.668,0.575,8,-13.224,1,0.0342,0.741,0.883,0.117,0.963,140.122,audio_features,89577,4
1wpphGyMqTCHGhxGyBBLBr,dj tapenostalgia,"One Summer's Day (From ""Spirited Away"") [Lofi]","One Summer's Day (From ""Spirited Away"") [Lofi]",0.754,0.304,3,-18.597,1,0.0594,0.907,0.908,0.0367,0.767,129.953,audio_features,100940,4
6Xdg5pYQ0JM7YY1d3Vl9J2,Celestial Aeon Project,"Again (from ""Fullmetal Alchemist Brotherhood"")",Anime Music: The Best Of,0.248,0.0926,4,-21.805,0,0.0414,0.984,0.27,0.0999,0.244,170.046,audio_features,112867,4
0rHkpaYPDd0atIi1je5EgE,Celestial Aeon Project,The Journey Begins,The Journey Begins,0.374,0.242,4,-13.255,0,0.0376,0.367,0.829,0.104,0.0547,120.109,audio_features,169497,4
4VS7x6Eo6iV21RXIyUXgP7,Frozen Silence,"Ashitaka and San (From ""Princess Mononoke"")",Ghibli Tribute,0.522,0.126,1,-16.917,1,0.0659,0.874,0.706,0.112,0.293,66.904,audio_features,139327,4
57s1mmy8zjI8E92jdJ6GTN,Celestial Aeon Project,Hero Is Born,Inspiring Epics,0.36,0.289,2,-16.276,0,0.0366,0.0827,0.851,0.144,0.135,80.051,audio_features,89499,4
4xiUVBASoo0NaFsImQn7js,Norman Dück,Red Swan - 'Attack on Titan Season 3 Opening Theme',Red Swan - 'Attack on Titan Season 3 Opening Theme',0.702,0.022,5,-26.521,1,0.0459,0.989,0.878,0.084,0.0762,125.045,audio_features,115200,4
4n3d6r8SkMx8lZyGr7tZfw,Celestial Aeon Project,"Hymn of the Soul (From ""Persona 5"")",Anime Music: The Best Of,0.0893,0.0621,2,-24.375,1,0.0384,0.985,0.597,0.11,0.0936,85.266,audio_features,181575,4
7r2x4rVBuplqPY2INGFx6v,Celestial Alignment,"The Sixth Station (From ""Spirited Away"") [Lofi Beat]",Anime & Chill Lofi Beats for Study,0.712,0.0293,4,-27.954,0,0.0462,0.402,0.924,0.0746,0.307,79.963,audio_features,210036,4
53vEeQU6UPlGlWa9BO1OfS,Samuel Kim,Shinzo wo Sasageyo! - Epic Orchestral Version,Attack on Titan: Epic Collection,0.243,0.78,8,-5.418,1,0.0409,0.0251,0.901,0.0397,0.503,159.164,audio_features,147741,4
7tLBdIL422hy6A3I9FY7Ii,Frozen Silence,"The Legend of Ashitaka (From ""Princess Mononoke"") [Piano Version]",Ghibli Tribute,0.494,0.0183,5,-28.844,0,0.0504,0.989,0.919,0.108,0.36,163.014,audio_features,146678,3
5scjXLrsNyszfiw0WUW023,Celestial Aeon Project,"Merry-Go-Round of Life (From ""Howl's Moving Castle"")",Anime Music: The Best Of,0.283,0.121,2,-22.068,0,0.0375,0.955,0.197,0.116,0.122,117.742,audio_features,147152,3
1FVp0pQLRioiixZssq82UA,Celestial Aeon Project,"Fairy Tail Main Theme (From ""Fairy Tail"")",Anime Music: The Best Of,0.482,0.237,2,-18.897,0,0.0305,0.936,0.934,0.121,0.172,100.032,audio_features,140826,4
0240GO4tJJCNzWc6hAdT94,Frozen Silence,"The Sixth Station (From ""Spirited Away"") [Piano]",Ghibli Tribute,0.598,0.0826,4,-26.216,0,0.0364,0.938,0.89,0.11,0.231,169.989,audio_features,198074,4
1KVLHq6gWCDX1qMxOPQLKe,Matti Paalanen,Following Icarus,Following Icarus,0.39,0.37,2,-16.972,0,0.0304,0.000507,0.835,0.103,0.19,60.031,audio_features,161333,4
6IMtJePnyDoM65UHwqCbA0,Celestial Aeon Project,"Adamas (From ""Sword Art Online: Alicization"")",Anime Music: The Best Of,0.239,0.0649,1,-24.457,0,0.0344,0.969,0.955,0.111,0.104,75.399,audio_features,139139,4
0iPqqMQeJuob7eYAnNfUSR,Celestial Aeon Project,"In Memories - Kotowari (From ""Rurouni Kenshin: Trust & Betrayal"")",Anime Music: The Best Of,0.376,0.145,11,-20.728,0,0.0287,0.877,0.941,0.118,0.0766,96.756,audio_features,255201,4
6eFrPbG0mhVAGsRk3T3fOv,Celestial Aeon Project,One Step From Hell,Inspiring Epics,0.236,0.513,4,-10.458,0,0.0424,0.0145,0.0158,0.151,0.179,99.043,audio_features,71560,4
4HsAx2jBBXMcZwk07X2pju,Frozen Silence,"The Sixth Station (From ""Spirited Away"") [Piano]",Studio Ghibli Reimagined,0.69,0.0826,4,-26.216,0,0.0333,0.938,0.89,0.11,0.229,85.059,audio_features,198074,4
5Z3EvrsjCei48csAlS8VZ6,lofi otaku,a mountain temple,a mountain temple,0.741,0.2,9,-20.784,1,0.0668,0.461,0.849,0.333,0.206,110.103,audio_features,137103,4
1EmEUcSo4TNbxR84er0edj,Hiroyuki Sawano,Eye-Water,"TV Anime ""Attack on Titan"" Original Soundtrack",0.585,0.335,9,-13.812,0,0.0313,0.663,0.888,0.0987,0.0375,119.947,audio_features,181413,4
1RhHhpEGh9JLAGtJZdtybA,Celestial Aeon Project,"Chain (Opening From ""Darwin's Game"")",Anime Music: The Best Of,0.227,0.0298,4,-26.681,1,0.033,0.962,0.955,0.106,0.0372,107.739,audio_features,156166,1
14VRBFRtnVByMIrqEwSeO4,We Dream In Anime,"Iro Kousui (From ""Horimiya"") [Lofi Beat]","Iro Kousui (From ""Horimiya"") [Lofi Beat]",0.745,0.15,4,-18.462,0,0.075,0.413,0.828,0.097,0.513,135.128,audio_features,92823,4
0EbihOcn1YyizmwsnUsIUV,Celestial Aeon Project,"History Maker (From ""Yuri!!! on ICE"")",Anime Music: The Best Of,0.358,0.146,4,-19.01,1,0.029,0.95,0.932,0.115,0.152,80.058,audio_features,145070,4
2PWYBuKsSH4xu88hoTsI3z,dj tapenostalgia,"Path of the Wind (From ""My Neighbor Totoro"") [Lofi]","Path of the Wind (From ""My Neighbor Totoro"") [Lofi]",0.765,0.254,5,-16.701,0,0.0388,0.786,0.58,0.127,0.558,129.975,audio_features,134786,4
1fN2JjN9Sj2kOPJXLDovSe,Hiroyuki Sawano,Call of Silence,TVアニメ「進撃の巨人」Season 2 オリジナルサウンドトラック,0.504,0.38,6,-11.826,0,0.037,0.642,0.857,0.0697,0.0535,123.911,audio_features,178213,4
5JLo1lwTNWrVjGAHxIqSOO,Celestial Alignment,"Bygone Days (From ""Porco Rosso"") - Lofi Beat",Anime & Chill Lofi Beats for Study,0.626,0.0666,10,-25.388,1,0.0458,0.723,0.866,0.102,0.197,80.041,audio_features,140136,4
4gy4PQ4bLQ9xz02ARGg6WF,Celestial Alignment,"Carrying You (From ""Laputa Castle In The Sky"")",Anime & Chill Lofi Beats for Study,0.841,0.139,8,-23.06,1,0.189,0.398,0.741,0.105,0.309,99.958,audio_features,153690,4
3eb6DqmaYJBl2vleaAeOwK,Celestial Aeon Project,"Kaen (From ""Dororo"") [Opening]",Anime Music: The Best Of,0.208,0.0359,11,-27.046,0,0.0395,0.986,0.843,0.0956,0.115,111.566,audio_features,140832,1
4a4U9t7QUMy5JUWtfuRYkC,We Dream In Anime,Howl's Moving Castle main theme - Lofi,Howl's Moving Castle main theme (Lofi),0.889,0.534,7,-14.111,0,0.0678,0.834,0.913,0.0726,0.484,119.949,audio_features,148071,3
62w095CJ4QRysMOaog6eaM,Celestial Aeon Project,"Odd Future (From ""My Hero Academia"")",Anime Music: The Best Of,0.529,0.105,0,-25.955,0,0.0278,0.971,0.377,0.0898,0.213,100.002,audio_features,120787,4
2N4SsD0nEU0UzYYwjFPurZ,Celestial Aeon Project,"Nameless Story (From ""That Time I Got Reincarnated as a Slime"")",Anime Music: The Best Of,0.561,0.221,1,-20.212,1,0.0316,0.897,0.923,0.0972,0.157,120.03,audio_features,154775,4
248Wcp6QhS8RLPZJ5BqEbK,Celestial Alignment,"A Town With An Ocean View (From ""Kiki's Delivery Service"") [Lofi Beat]",Anime & Chill Lofi Beats for Study,0.784,0.133,4,-23.075,0,0.0734,0.718,0.889,0.139,0.419,90.041,audio_features,223428,4
3jOFxJamfH1qk1U8ERESTq,Celestial Aeon Project,"You Say Run (From ""My Hero Academia"")",Anime Music: The Best Of,0.317,0.0364,4,-28.783,0,0.0321,0.942,0.954,0.0977,0.106,145.811,audio_features,222747,4
08rcZyFQd2ulkwDlAF2Klt,Celestial Aeon Project,"Watashi No Uso (from ""Your Lie In April / Shigatsu Wa Kimi No Uso"")",Anime Music: The Best Of,0.199,0.0448,9,-26.747,0,0.0391,0.949,0.852,0.116,0.0892,118.101,audio_features,137510,3
3fB0rf1o3OudPGvU85AEf5,Celestial Aeon Project,"Vogel Im Käfig (from ""Attack on Titan"") - Instrumental",Anime Music: The Best Of,0.312,0.272,0,-18.739,1,0.0406,0.97,0.718,0.124,0.0567,120.194,audio_features,184846,4
06clemfvCGJL9Is5SY05hg,Hiroyuki Sawano,ymniam-MKorch (sm1_Final#2),TVアニメ「進撃の巨人」Season 2 オリジナルサウンドトラック,0.488,0.779,0,-5.357,1,0.0614,0.0123,0.000438,0.104,0.377,89.982,audio_features,154840,4
3gVexRXXCSQilznyNgXWQJ,Celestial Aeon Project,"Unravel (From ""Tokyo Ghoul"")",Anime Music: The Best Of,0.233,0.0905,7,-18.957,0,0.0386,0.944,0.377,0.109,0.0398,120.914,audio_features,154800,4
3sn7yr3ufJhHbstL58SBLn,Celestial Aeon Project,"The Path of the Wind (From ""My Neighbour Totoro"")",Anime Music: The Best Of,0.351,0.1,5,-22.465,0,0.0302,0.977,0.906,0.115,0.057,69.814,audio_features,119418,4
